"text","labels"
"качество куртки очень хорошее клепки как будто прорезининыдоча просто влюбилась в эту куртку сначала на сайте а потом в живую фурнитура очень хорошая все работает без проблем капюшон съёмный мех на капюшоне съёмный у капюшон есть сзади регулировка и внутри утягивающая резинка также есть внутренний карман для телефона и в нем отверстие для наушников внутри сверху флис воротник на флисе и капюшон внутри на флисе надеюсь что в мороз будет тепло в ней ткань куртки плотная но цвет больше графит чем чёрный","Логистические Особенности"
"отличное пальто на веснуосень всем заявленным характеристикам соответствует брака нет идет в размер на 130 взяли 134 будет небольшой запас в длине рукавов остальное по размеру","Проблемы с Продуктом"
"хорошая куртка качественная  яркая  без брака","Проблемы с Продуктом"
"товар хороший но попался с браком шов на штанах внутри был не прошит полностью перезаказала вдруг повезёт и придёт все целое","Проблемы с Продуктом"
"отличный костюм на вырост на 2сезона точно хватит для наших уральских зим самое то мембрана плотная на горках проверили штаны катаясь на горке ледяной все отлично и попа в тепле  супер капюшон и манжеты эластичные спасибо премонт и вб","Изменения в Операционной Деятельности"
"хорошая куртка к сожалению пришла с браком на спине низ куртки  следы строчки пришлось вернуть","Проблемы с Продуктом"
"отличное пальто на рост 138 взяли 12 размер 11 даже мерить не стали дочке очень оно понравилось в нем и ушла с пвз думаю в размер дочка у нас плотная и широкоплечая в ширину село идеально в ростовке есть запас обожаем премонт много вещей этого бренда берём","Изменения в Операционной Деятельности"
"свитер очень красивый мягкий и приятный но пришёл с браком на спине внизу затяжки поэтому отказ","Проблемы с Продуктом"
"отличная куртка заказала пока была распродажа за 3450 дочка выбирала сама и очень довольна своим выбором внутри написано что она до 30 надеюсь так и есть на рост 122128 взяли 134 размер села хорошо думаю что на след год хватит тоже рукава тоже хорошо просто на фото дочь спрятала от холода","Промо-Активности"
"куртка качественная добротная но оказалась большой наш размер оказался с бракомне хватило одного бегунка на молнии хотела заказать новую но не оказалось в магазине","Проблемы с Продуктом"
"отличная модель быстрая доставка не взяли потому что невозможно колется ребёнок сказал не сможет носить","Логистические Особенности"
"не проносили и месяца молния посыпалась на нитки  чтоже вы уважаемый производитель гнилые молнии то ставите на изделие ребёнок посреди зимы а у нас в сибири уже зимааааа с морозцами и ветром остался без зимней одежды и не говорите  что у вас всё соответствует  что это мы не соблюдаем правила эксплуатации 6 500 тр за гнилье отдали и ещё в ателье придётся потратиться на ремонт ну и так по мелрчи нитки из каждого шва торчат каждый день гдето да вылезут был бренд и нету теперь всё испоганили","Изменения в Операционной Деятельности"
"мне понравился комбинезон что он продуман лямки на спине рукава на липучке защита от снега  глубокий капюшон штрипки яркий принт дизайн дочь не любитель комбезов тот оценила заказывала на выбор ещё лэсси так вот небо и земля лэсси сидит мешковато и чёрные заплатки выглядят тоже не оч кроме того тонкий материал мало наполнителя премонт неожиданно выиграл битву комбезов крайне удачная модель надеюсь первый опыт с данным брендом будет удачным касаемо размера девочка ростом 116 взяла 122 и не ошиблась запас не большой разве что широковат но не критично дочь сказала ей так удобно","Изменения в Операционной Деятельности"
"фатин серый как будто пыльный на спине полоса на ткани поперек лопаток плетение ткани отличаетсябрак фиолетовое лучше но размер большой кстати тоже пришло с затяжкой но её выправила наверное лучше всего черное но его нетплатье на 146 село 146158 на стройного ребенка","Проблемы с Продуктом"
"обычно носим рейму 2 снежинки до 5 с флюсовой кофтой но эта совсем тонюсенькая по ощущениям на 510 ну и есть сомнения в подлинности липучки мало того что пришиты под углом 90 градусов друг к другу так ещё и непарно на одной стороне  все 3 с зацепками на другой  2 с петельками 1  с зацепками не уверена что рейма смогла бы так по хорошему  это брак","Проблемы с Продуктом"
"хорошая пижама яркие цвета пришло всё вовремя спасибо","Логистические Особенности"
"кривая горловина разной длинны юбка  сзади короче отказ  платье брака сотрудник пв подтвердила","Проблемы с Продуктом"
"куртка хорошая теплая смотрится красиво сын носит 146152р взяли 158 сын полного телосложения вот только что за швеи их шьют заказала 2 куртки разных размеров пришли все с браком обратите внимания как вшиваются молнии все криво или не прострочено перезаказали пришла 3 курточка возвращать уже не стали сыну понравилась но опять на манжете дыры и молния прошита не до конца уважаемый производитель меняйте швею","Проблемы с Продуктом"
"люблю премонт и этот комбез не исключение  заказал на своего ребёнка 146 размера  152 размер  на ногах специальное крепление  что бы подвороты не разворачивались  на рукавах манжеты с прорезом для большого пальца  ребёнок в восторге  давно такие искали  попа и колени усилены специальной тканьюклассный  удобный  тёплый  не маркий","Изменения в Операционной Деятельности"
"пришел с браком","Проблемы с Продуктом"
"хорошие брючки но к сожалению идея с регулировкой пояса на внутренних резиночка не работает шлёвки пришили прямо на резинку и они не затягиваются магазин обратите на это внимание","Проблемы с Продуктом"
"вернула обратно в пункте выдачи так как несколько черных букв были смазаны выкупила такой же но в другом цвете на ощупь приятный в принципе рекомендую но вот мне не повезло изза этого брака фотку к сожалению не сделала","Проблемы с Продуктом"
"на худого мальчика 123 см размер подошёл куртка тёплая и визуально и сегодня до школы и домой шли под ветром в минус 20 градусов проверили но качество ткани плохое чёрная часть прочная а красная как будто местами выгоревшая  так бликует ткань на фото это не видно только вживую красная часть притягивает к себе пыль и быстро пачкается также был бракнижняя липучка наполовину оторвана куртку забрала тк пришить не трудно и из всех моделей этого года в магазине подошла только эта заказали тут потому что оказалось дешевлено на следующий день после покупки разошёлся шов в месте стыка капюшона и воротникаи ладно бы только по шву сразу же поползла стрелка выше как ровный разрез зашила тк уверенна что доказать что это не ребёнок провал никак не смогу качество орби в этом году испортилось видимо экономят лучше бы использовали хорошие ткани и шили добротнее даже если цена была бы выше на фото видно дыру по браку капюшона и сравнение по качеству чёрной и красной ткани","Проблемы с Продуктом"
"куртка пришла с браком строчки кривые конечно возврат","Проблемы с Продуктом"
"джинсы отличные но разочаровало качество поносив их два дня выпала кнопка над молнией при оформлении возвратаотказ очень разочарована покупкой и качество очень долго покупаем орби первый раз столкнулась с браком джинсы за 2700 для ребёнка в использовании были два дня не рекомендую покупать очень тонкая ткань в районе застежкикнопки за такие деньги могли бы и продублировать это место","Проблемы с Продуктом"
"не заметили брак сзади на поясе","Проблемы с Продуктом"
"брюки модели slim fit какой обычно бывают рубашки брючины заужены сами брюки низкой посадки боялась что будут сползать если ребенок сядет но вроде бы сидят отлично пока выкупили дома примерим ещё раз заказывала также жилет этой фирмы и ещё браку брюк все в такую мелкую полоску очень удобно выходит несколько комплектов утеплённых и летних вариантов","Проблемы с Продуктом"
"само по себе пальто очень понравилось цвет фасон село хорошо учитывая что берём на следующий сезон не взяли по двум причинам при застегивании в районе грудной клетки попадает ткань в молнию сейчас есть осеннее пальто с такой же проблемой и уже ткань порвалась изза этого небольшой брак на левом рукаве на светоотражающей ткани фото прикладываю","Проблемы с Продуктом"
"на горловине брак  взяла так как заказала на подарок с брюками","Проблемы с Продуктом"
"джемпер понравился к качеству нет претензий но обидно что после покупки скидка хорошая появилась","Промо-Активности"
"костюм хорошего качества всё на месте пришло вовремя звезду снимаю за рекомендации в инструкции якобы измерить рост и брать по росту ребёнку изделие взяла даже чуть больше но штаны малые мне теперь 50р платить ещё за возрат","Логистические Особенности"
"здравствуйте очень хотела поставить 1 звезду вместо комплекта пришла только куртка отдала на пвз сразу как брак но 50 р все равно списали подействуйте уже как нибудь на политику вб в которой воруют у вас товары а у нас деньги костюм хороший правда брюки не оценила их не было перезакажу когда доставка станет бесплатной","Проблемы с Продуктом"
"куртка пришла быстро но мы с ребенком заболели поэтому не смогли сразу забрать когда выздоровели померили куртка просто шикарная классная  но там был брак как будто ктото лезвием прошелся с правой стороны был порез отказалась из за этого ребенок очень расстроился плакал  даже сказал что давай мама заплатку сделаем но я отказалась заказала заново эту куртку посмотрим","Проблемы с Продуктом"
"пальто отличное быстрая доставка теплое на рост 150 подошло 164 но дочка выбрала другую модель","Логистические Особенности"
"рубашка хб обычная простенькая но на размер меньше сын ростом 157 см очень худой размер 36  рост 15880  оказалась мала вернули деньги вернулись без проблем ещё было пару косячков но не сильно заметных если бы не размер оставила бы","Логистические Особенности"
"куртка хорошая но пришла с браком  порвана и ещё сто рублей за это товар пришлось оплатить","Проблемы с Продуктом"
"в куртки явно бракованный замок из 3 х человек никто не смог его застегнуть но за доставку взяли","Проблемы с Продуктом"
"куртка понравилась подошла по размеру номолния не работает работник также видела это брак не оформили видно что куртку уже не раз мерили деньги за отказ у меня сняли","Проблемы с Продуктом"
"уберите эту куртку из доставок товара  неужели нельзя сделать как брак на производстве эта куртка качует из одних в другие  я еще должна платить за брак 50","Проблемы с Продуктом"
"цена явно завышено качество плохое торчат нитки вернула как брак на плече шов не прострочен виден синтепон 100 рублей за доставку сняли","Проблемы с Продуктом"
"пришёл брак перед самым праздником ленту которая должна завязываться на спине прошили через грудь оно и не завязывается и ленты сбоку болтаются очень не красиво","Проблемы с Продуктом"
"комплект хороший но пришёл с браком пришел без одной лепучки и лямки не держутся","Проблемы с Продуктом"
"неплохие но качество ткани совершенно другое чем те которые поодают в магазине там ткпнь плотнее специально носила сравниватьи по размерам заказала 146 пришел с небольшим бракомзатяжка перезаказала такой же размер в итоге пришел размер такой же но длина на 4 см короче вопрос производителю почему такое отличие от офлайн магазина легальный ли это пошив","Проблемы с Продуктом"
"просто шок ребёнок носит меньше месяца все рукава потерлись тут же пару раз с горки и пальто можно выкинуть я конечно все понимаю но такого отвратительного качества детских вещей я не встречала пальто стоило 6300 за такие деньги продавца прошу отреагировать и принять пальто по причине брака его носить невозможно","Проблемы с Продуктом"
"джинсы пришли без игрушки в пункте выдачи не проверили наша ошибка сами джинсы хорошие","Проблемы с Веб-Сайтом или Приложением"
"тёплые и удобные штаны купили вовремя","Логистические Особенности"
"хороший качественный товар пришёл вовремя дочинька довольна","Логистические Особенности"
"очень жаль так ждали комбинезон  а он оказался с браком перекручен подклад на правой штанине и пришит не правильно сыну так понравился комбез но придется отказаться","Проблемы с Продуктом"
"сам товар отменный в другом цвете прекрасно относили два сезона не хуже рейма но в размере 134 приехал брак обтертый карман прям белые пятна как будто ободрали светоотражающее покрытие дико обидно упустила по очень выгодной цене будьте внимательны проверяйте","Проблемы с Продуктом"
"костюм хороший тёплый но из минусов рукава не на резинке неудобно подкладка торчит если рукав немного подогнуть рукава очень узкие тёплую кофту уже не поддеть ребёнок худенький рост 98 взяли размер 98104 по длине и куртка и штаны с запасом большим но вот штаны совсем узенькие даже нам впритык уже даже не сесть кофту тёплую конечно не заправить будет если взять размер больше совсем длинные будут брак лямка на штанах пришита перекрученной вообщем жаль будем возврат оформлять","Проблемы с Продуктом"
"разочарована качеством пошива полученного платья оно пришло бракованным воздушная отделка из фатина на одном плече вся распускается от места где она пристрочена к платью и висит просто полосками полоски фатина разлазиютсякак можно было отправлять такое платье однозначно возврат ткань на платье плотная хорошая есть подклад что является большим плюсом только за это ставлю три звезды","Проблемы с Продуктом"
"очень классная теплая лёгкая пришла за два дня премонт как всегда радует удачная горловина не нужен шарф глубокий капюшон сыну нравится","Изменения в Операционной Деятельности"
"свитер хороший даже не хочется снимать звезду однуно пришлось отказаться так как прям на груди в вязке бракдырка","Проблемы с Продуктом"
"брала за 4521р классный комбез тёплый не толстый лёгкий ребёнок в  23 не замёрз не промок брала на рост 145 см немного большеват но не заметно ещё и в следующую зиму поносит заказ пришёл быстро упакован был просто в не прочный полиэтилен который в процессе доставки порвался поэтому комбез пришёл немного испачканый но не критично всё влажной тряпочкой стерлось без проблем спасибо производителю","Логистические Особенности"
"быстрая доставка  качество","Логистические Особенности"
"отличная куртка тёплая лёгкая  в размер на рост 124размер 122128 отлично с запасом быстрая доставка спасибо продавцу","Логистические Особенности"
"соответствует описанию быстрая доставка рекомендую","Логистические Особенности"
"оставила обращение куртка пришла вся в коричневых пятнах как и писали ниже брак","Проблемы с Продуктом"
"брали ребенку 11 лет на мероприятие пришла хорошо упакованная качество хорошее неоднократно стирали не линяет не садится на повседневку дома ходить удобно","Организационные Мероприятия"
"быстрая доставка но горловина действительно узкая даже на худенькую девочку на свитер приходится чуть растегивать пришло с порваным одним карманом отказываться не стали срочно нужна была на замену а так бы возврат сделала","Логистические Особенности"
"тут уже был отзыв про мех так вот опушка оказалась частично вшитой в шов видимо это брак такой производственный впрочем легко можно вытащить вручную тогда куртка лучше смотрится 98 на рост 92 очень большой оставлю на вырост но уже удобно ездить в машине горловина не мешает а вот другая модель царапала лицо","Проблемы с Продуктом"
"отличная куртка хотя по длине скорее пальто цвет коричневый с оттенком хаки дочери оч понравилось сшито как и все наши вещи от премонта отлично идёт в размер рост дочери 141 на ней размер 146 с запасом  если любите чтобы один раз и на неск сезонов то конечно маломерка теперь по теплоте это для каждого субъективно но для спб где вечный ветер и промозгло она идёт на холодную осень или тёплую зиму 5 7 просто идеально","Изменения в Операционной Деятельности"
"куртка смотрится и сидит хорошо но за год носки уже меняли кнопки на капюшоне ставила заплатку в ателье ткань прямо лопается и ремонт носили и ранее очень разочарована качеством куртки и брала почти за 4000","Изменения в Операционной Деятельности"
"на рост 130см 134 самое тононам попался браквыкупили другое","Проблемы с Продуктом"
"всегда были поклонниками премонт но что случилось с брендом что за ткань нитки проносили 2 месяца и уже протерлись и разошлись внутренние швы на штанинах осмотрела остальные места по всей поверхности ткани наметились трещины а я ещё взяла с запасом на рост 135 взяла 140 запас по размеру есть а вот по качеству точно нет очень надеюсь что хватит до весны","Изменения в Операционной Деятельности"
"сразу пришлось менять молнию дочь застегнуть самостоятельно не могла замок бракованный утеплитель лежит не равномерно в рукавах местами его нет вообще но сам фасон ребенку понравился пришлось брать","Проблемы с Продуктом"
"куртка классная красивая теплая дополнительные трикотажные манжеты на рукавах не маломерит на худенького мальчика ростом 134  с запасом на вырост производителю  высший бал но пришла со сломаной молнией в боковом шве  вырвана собачка всеравно взяли ребенок упросил очень ему куртка понравилась сами отремонтируем люди будьте аккуратнее пожалуйста при примерках давайте уважать друг друга","Изменения в Операционной Деятельности"
"товар пришел вовремя пижама просто супер ребенок в восторге соответствует размеру продавца рекомендую","Логистические Особенности"
"во второй раз после того как ранее получила бракованный пуховик я заказала 2 пальто чтобы уж один точно оказался нормальным в итоге оба пришли с браком на первом вырвана клепка сбоку снизу и пуховик весь в потертостях  это тот самый который приезжал ко мне ранее и от которого я уже отказывалась то есть его не сняли с продажи на втором  зацепки на груди на самом видном месте и одна из клёпок не застегивается пришли оба пуховика скомканные в пакетах ни о какой фирменной упаковке речи нет а вещь сама по себе хорошая крайне неприятная ситуация отражающая полное неуважение к покупателям со стороны wildberries","Проблемы с Продуктом"
"смотрится небрежно и еще с браком","Проблемы с Продуктом"
"целая без брака быстрая доставка","Проблемы с Продуктом, Логистические Особенности"
"все отлично быстрая доставка размер соответствует","Логистические Особенности"
"на первый взгляд комбинезон очень понравился и мне и ребёнку начал носить его только когда реально похолодало  начало подмораживать в  в нем жарко комбинезон лёгкий удобный в даже  15 ребёнку комфортно но проносив его всего неделю в школу  отлетела кнопка на воротнике и там же разошёлся шов печалька к сожалению его уже наверное и не вернуть  придётся ремонтировать своими силами","Изменения в Операционной Деятельности"
"куртка огонь швы все аккуратные быстрая доставка взяли на вырост","Логистические Особенности"
"прислали с браком нет кнопки поэтому отказ а вообще курточка понравилась да пришла просто серая но мы такую и ждали прочитав отзывы","Проблемы с Продуктом"
"качественный комбинезон тёплый очень  идёт в размер  но пришёл с браком  поэтому снимаю звезду","Проблемы с Продуктом"
"пижама пришла без брака приятная ткань на ощупь после стирки не села и не полиняла","Проблемы с Продуктом"
"быстрая доставка  хорошее платье  мне понравилось большое спасибо производителю  надеюсь вы будете продолжать производить такие крутые вещи","Логистические Особенности"
"пришла вовремя размер подошёл внешне хорошая ребёнок доволен носили пока не в холода но мокрый снег куртка выдержала ребёнок сухой","Логистические Особенности"
"к сожалению пришли с браком  на бегунке была отломана часть","Проблемы с Продуктом"
"очень ждали этот пуховик но увы не оправдал ожидания качество пошива очень не аккуратно швы не прострочены все торчит может быть это брак попался но выкупать не стали хоть и цена была 1616 рублей сам пуховик лёгкий удобный подойдёт и мальчикам и девочкам","Проблемы с Продуктом"
"брак картинку похоже прижгли утюгом возврат конечно","Проблемы с Продуктом"
"на мальчика 11 лет села хорошо быстрая доставка синяя вставка привлекает внимание","Логистические Особенности"
"всё понравилось ни какого брака нет","Проблемы с Продуктом"
"куртка не плохая но явно не на 5 и пришла с заводским браком что очень огорчило пришлось выкупить так как ребёнку срочно нужна куртка цену подняли и в доставке на 4 дня задержали так бы на озоне купила бы за 2800","Проблемы с Продуктом"
"хорошая куртка за 2690 руб ткань прочная и не промокающая успела купить до черной пятницы 4 тысс лишним сейчас научите своих сотрудниковукомплектовщиков не класть бракованные вещи в заказ прислали с оторванной кнопкой хорошо опять заказала 2 шт не надеясь на добросовестность сотрудников","Проблемы с Продуктом"
"куртка разочаровала замок бракованный на капюшоне дыра по строчке см так 8 не ожидала такое увидеть от российского производителя в итоге сделала выбор в пользу китайского производителя благо заказала несколько курток для примерки","Проблемы с Продуктом"
"отличные брюки быстрая доставка но  видимо до нас их уже примеряли и они были все грязные в шерсти не приятно","Логистические Особенности"
"всё соответствует без брака","Проблемы с Продуктом"
"куртка хорошая очень понравилась но обнаружили брак на кармане заказали другую обидно что не по моей причине возврат а сняли 50р","Проблемы с Продуктом"
"куртка очень понравилась есть утяжки по талии карманы большие и глубокие но не застёгивается а на липучках но детям это даже удобнее есть на ручках специальные манжеты от ветра дочка их очень любит в куртках воротник плотно прилегает к шее до самых ушей но не давит очень удобно только мех не очень понравился но его можно снять он съемный на молнии вообще любим куртки премонт на плотную девочку ростом 140 взяли размер 152 село по рукавам с запасом думаю хватит на несколько сезонов дочка оценила ещё крупную застёжку легко вставлять бегунок в молнию","Изменения в Операционной Деятельности"
"костюм очень хороший  и качество ткани и пошив  идеально всё кроме доставки  заказала 4 и 5 размер  4й пришел дня через 23 и мы его забрали так как подошел  а 5й идёт уже 11 дней  застрял по доставке  не пойму каким образом  но мне пришло оповещение  что пришел еще один заказанный 2711 я его не заказывала  теперь придётся отказаться от двух пятёрок","Проблемы с Доставкой"
"взяла на худенькую дочь размер 122128 рост у нас 128см по длине хорошо в талии впритык прям впервые нашли джинсы которые не пришлось утягивать резинкой в общем взяла на свой страх надеюсь не начнут давить живот","Проблемы с Доставкой"
"отличный комбинезон теплый прочный красивый нам все нравится дочь когда его увидела была в полном восторге вторая зима с премонт взяли еще костюм и комбинезон на весну спасибо производителю","Изменения в Операционной Деятельности"
"пуховик очень понравился дочери уже брали такой же старшей дочери только голубого цвета она носит его уже 2 месяца в наши морозы 30 35 показал себя очень хорошо поэтому решили купить и младшей ткань не трескается не облазит был опыт подобной ткани блестящей пуховик через неделю выглядит будто ему лет 5 очень хорошо держит тепло внутри хорошая подкладка из флиса немного сложно им застегнуть застёжку так как очень длинный пуховик но это дело привычки и цена просто сказка купли за 4079 руб по скидкам старшей дочери брали за 7990 у нас в городе единственное был небольшой брак на внутренней части не прошит участок ткани но такой брак можно не заметить и при покупке в офлайн магазине не приятно но не критично зашьём в общем пуховик рекомендую  особенно для дальневосточных зим отлично","Проблемы с Продуктом, Промо-Активности"
"отличное платье дочка была в центре внимания паетки её не беспокоили брака не было спасибо","Проблемы с Продуктом"
"платье понравилось и дочери и всей семье манжеты на пуговках очень удобно сделаны на рост 126 размер  128 сел тока тока носить поэтому перезаказала на размер больше  и в платье был брак дырка","Проблемы с Продуктом"
"отличные шорты  на рост 166 взяла 170 быстрая доставка цена соответствует качест","Логистические Особенности"
"шикарная рубашка плотная не светится крой удобный на девочку 148 размер 158 сел идиально с оверсайз в меру продовец прочёл мысли на расстоянии при заказе смущал карман но все ровно заказали  так как моделька супер но нам пришла блузка без карманаошибка но я ей рада спасибо производителю","Проблемы с Веб-Сайтом или Приложением"
"куртка пришла с браком","Проблемы с Продуктом"
"качество приятное быстрая доставка спасибо","Логистические Особенности"
"костюм хороший но оказался брак плечо одно длиннее заказала другой на рост 162 штаны даже длинноваты","Проблемы с Продуктом"
"куртка с пятнами не факт что отстирается здорово конечно в пункте выдаче сказали поэтому и цена такая прикольно тогда и пишите сразу что куртка с пятнами поэтому такая цена жду деньги назад за бракованный товар","Проблемы с Продуктом"
"пальто хорошее в живую даже ещё лучше чем на фото добротное плотно набитое качественно и аккуратно прошито смотрится шикарно выкупила бы но к сожалению подвёл замок может попался брак ребёнок так и не смог справится чтобы самостоятельно и легко застегнуть так как вещь эта повседневная и в школе времени по 10 минут возиться с замком нет пришлось отказаться  перезаказывать побоялась отказ платный","Проблемы с Продуктом"
"добрый день курточка пришла с дефектом с пятнами ранее читала в отзывах за пятна думала что нам придёт качественный товар но увы к сожалению не знаю теперь стоит перезаказывать или этот размер 134 весь с таким бракома вообщем куртка хорошая и сын очень ждал","Проблемы с Продуктом"
"какие то странные зацепки по всей кофте перзаказала размер надеюсь будет без бракасама кофта хороша","Проблемы с Продуктом"
"вешалка намертво была вшита с невозможностью использовать ее по назначению возврат да ещё и платный продавец проверяйте свои изделия на предмет брака что за наплевательское отношение к покупателю","Проблемы с Продуктом"
"комбинезон отличный то что надо в морозы очень понравился тёплый всё на месте без брака рекомендую","Проблемы с Продуктом"
"что можно написать о рейме все супер быстрая доставка","Логистические Особенности"
"куртка хорошая попалась с небольшим браком изза этого возврат","Проблемы с Продуктом"
"куртка просто супертеплая качественная по размеру соответствует как производитель и заявил 6 см на рост 138 взяли 146запас очень хороший хватит на 2 зимы  ещё и скидка была хорошая на товарбуквально через день цена выросла в полтора раза заказала такую же куртку младшей дочери сразу к покупке рекомендую","Промо-Активности"
"костюм хороший без брака но отказ в пользу другой модели того же производителя размеру думаю соответствует и идет как раз 6","Проблемы с Продуктом"
"куртка хорошая но на одном кармане сломана молния и была задержка с доставкой","Проблемы с Доставкой"
"я в восторге аcoola как всегда на высоте качество отличное а скидка просто на ценнике то совсем другое размер соответствует полностью","Промо-Активности"
"оценку ставлю за отношение вб молния на платье не открывалась вообще платье примерить даже не удалось соответственно оценить тоже заявка на брак отклонена","Проблемы с Продуктом"
"комбинезон может и хорош но пришел с браком кнопка на капюшоне деформирована поцарапана и расстегивается не держит возврат","Проблемы с Продуктом"
"свитер хороший  но был брак  черное пятно с дырочкой на спине","Проблемы с Продуктом"
"платье несомненно красивое и пышное но пришло явно с браком на внутренней стороне молнии вшили ткань с острыми паеткамм они очень колят кожу и срезать их не получится никак куда смотрели швеи как такое можно носить фото прикладываю","Проблемы с Продуктом"
"не соответствует описанию нет ремня и фирма не boom","Проблемы с Продуктом"
"брак очень жаль между ног порван","Проблемы с Продуктом"
"курточка хорошая но после 2 застогиваней молнии отошла ткань от молнии разочарование прийдеться нести в ремонт  оень обидно и неприятно","Изменения в Операционной Деятельности"
"хорошая куртка но нам попалась бракованная с перекрученной подкладкой в рукаве так что руку нельзя просунуть","Проблемы с Продуктом"
"свитерок понравился по качеству материала мягкий принт симпатичный но качество исполнения отвратительное возможно мне попался с браком по швам везде дырки за счёт изнанки чёрного цвета дырки тоже чёрного цвета это очень бросается в глаза отказ с большим сожалением","Проблемы с Продуктом"
"качественный комбинезон  плотная ткань хороший пошив  у нас без брака идёт  6 как и вся reima  советую к приобретению","Проблемы с Продуктом"
"комбез хороший брала сыну такой в дм только дороже сейчас решила заказать в подарок племяннику а пришел с браком толи на складе не заметили толи его уже носили","Проблемы с Продуктом"
"пришёл бракованныйбыл порванотказ","Проблемы с Продуктом"
"очень симпатичная тельняшка тонкая но держит форму внучке не понравился домик но отпороли без проблем без дырок","Логистические Особенности"
"пришло с браком подмышка рваная цвет не синий зеленый цвет морской волны но точно не темносиний как заявлено не мерили но поставила что соответствует размеру иначе отзыв не принимает","Проблемы с Продуктом"
"отличные колготки без брака и запаха","Проблемы с Продуктом"
"отличное качество быстрая доставка спасибо рекомендую к покупке","Логистические Особенности"
"спасибо все пришло хорошо упаковано и без брака","Проблемы с Продуктом"
"это либо подделка либо качество очень испортилось мы покупаем премонт уже 2 года но этот костюм не идёт в сравнение с теми что у нас были","Изменения в Операционной Деятельности"
"сама курточка очень понравилась но ни где в описании не указано что очень маломерит пройма врезается непонятно брак это или так задумано 164 размер подошёл на 146 рост и на очень худых детей почему нигде это не указано и производитель пишет рекомендации брать в размер получается возврат по вине продавцом с какой стать с меня сняли деньги за возврат больше ничего на wildberris заказывать не буду однозначно","Проблемы с Продуктом"
"катается бракованная порезанная куртка писали в предыдущих отзывах об аналогичном дефекте и покупатели оплачивают компенсацию за возврат где процедура изъятия не соответствующего товара","Проблемы с Продуктом"
"куртка хорошая но пришла с большой царапиной на спине походу она к нам не первым попала с таким браком судя по отзывам","Проблемы с Продуктом"
"по всей видимости нам попался товар с браком с одной стороны плечо прошито нормально с другой стягивает еще очень грубо прошит шов внутренний  прямо торчит гдето 1 5 см при движений давит","Проблемы с Продуктом"
"платье красивое ткань приятная но пришел явный брак один рукав по тону светлей сразу не заметно но на расстоянии вытянутой руки видно что есть различие отказ 100 руб за брак вб содрать не забыл","Проблемы с Продуктом"
"очень классный и качественный комбезно вчера забрав с пв только дома уже обнаружили порез на штанине как вообще он и откуда там взялся  брак это или чтотак было неприятно это обнаружить и вот как быть возвращать жалко очень понравился дочке","Проблемы с Продуктом"
"это далеко не первый наш зимний комбинезон премонт могу сказать что это явная подделка носим 1 5 месяца и это не единственная наша зимняя одежда что могу сказать швы на штанинах буквально расползаются и внутри и снаружи на штанинах уже появились потертости производители  что это все предыдущие вещи умудрялась продавать в отличном состоянии а этот видать рассыпется","Изменения в Операционной Деятельности"
"качество ужасное в носке 3 дня лопается шов сзади где светоотражающий элемент как сделать возврат по браку при чем такая ситуация на обеих штанинах для орби и такой цены это непростительно","Проблемы с Продуктом"
"брюки отличные но пришли с браком у левого кармана прорваны частично нити полотна размер 158 поэтому отказ заказали такие же снова надеюсь прийдут без брака","Проблемы с Продуктом"
"куртка отличная тёплая села по фигуре брак на рукаве но я всё равно её выкупила т к ну очень уж дочке понравилась","Проблемы с Продуктом"
"на правом рукаве был брак где шов к плечу материал брюк трикотаж стрейч в целом комбез интересный","Проблемы с Продуктом"
"ткань понравилась но вот лонгслив пришёл с браком рукав с дыркой  не прошита часть строчки","Проблемы с Продуктом"
"пишу после неполных двух месяцев сразу скажу это был мой фаворит из того что я выбирала и смотрится на детях моих замечательно из плюсов усиление попы и колен большой капюшон резинки  детям очень помогают надеть верх комбеза теплющий из минусов узкий рукав в области митенок  у моих руки тощие думаю у кого плотнее руки будет проблемно одевать штрипки туговаты заменила пуговицы поменяла на одном комбинезоне но самый главный минус как оказалась это сама ткань основная ткань она тонкая я впервые столкнулась с тем что ткань стала протираться через месяц но самая печаль это когда ребёнок просто катаясь на горках порвал его да так что даже сама была в шоке этой фирмы брала старшему ребёнку несколько лет в подряд но с таким столкнулась впервые из чего делаю вывод что ткань выбрана явно не удачно и как правило в фирмах считают такое браком для тех кто хочет посмотреть ткань для будущего выбора прилагаю фото","Проблемы с Продуктом"
"пальто отличное размер подошел сидит отлично но пришло не комплект отсутствовал кармансумка на ремне поэтому отказ  очень жаль перезаказали надеюсь придет в полной комплектации и без брака","Проблемы с Продуктом"
"проблема какая то с замком непонятно может брак вообщем отказ и на ребёнка скорее плотного","Проблемы с Продуктом"
"через 2 недели носки расчехлилась молния рядом с горловиной видимо молния изначально с браком была так как порвать её самостоятельно в том месте невозможно она просто поползла теперь требуется ремонт за чей счёт может это и не премонт а китайская подделка так как качество куртки оставляет желать лучшего","Проблемы с Продуктом, Изменения в Операционной Деятельности"
"быстрая доставка успели всрок спасибо большоеносим 134р по отзывам взяла с запасом  спасибо всех с наступающим","Логистические Особенности"
