"text","labels"
"по мне так комбез бомба нам попался без брака очень тёплый фурнитура хорошая не поняла отзывов что тугой капюшон отлично все застегнулось и ни чего не давит на девочку 116см ростом 122 с запасом хорошим но при этом сидит все равно хорошо но я так и хотела рассчитывая на следующий сезон сейчас то уже конец зимы вопрос к продавцу есть ли шапка и краги у вас к этой модели","Events_Product_Issues"
"вернула обратно в пункте выдачи так как несколько черных букв были смазаны выкупила такой же но в другом цвете на ощупь приятный в принципе рекомендую но вот мне не повезло изза этого брака фотку к сожалению не сделала","Events_Product_Issues"
"купила ребёнку на март  начало апреля из бюджетной reima очень хорошо у меня без брака швы ровные есть запас хороший в руках и ногах те как обычно 4 запас есть должно ещё и на осень хватить","Events_Product_Issues"
"сразу пришлось менять молнию дочь застегнуть самостоятельно не могла замок бракованный утеплитель лежит не равномерно в рукавах местами его нет вообще но сам фасон ребенку понравился пришлось брать","Events_Product_Issues"
"сшита качественно но не соответствует описанию на очень теплую зиму поэтому отказ","Events_Product_Issues"
"быстрая доставка упакован хорошо без изъянов ткань приятная к телу в размер рекомендую к покупке сама заказала у этого продавца уже второй","Events_Logistical_Features"
"куртка теплая хорошо сшита не подошла к сожалению а так рекомендую быстрая доставка за два дня","Events_Logistical_Features"
"пришел с маленькой проженной дыркой на рукаве  материал стал хуже по сравнению с 2х летней давностью  да и прошлогодним даже если сравнивать  цвет яркий  жаль  что брак  так бы оставили  не смотря на качество материала","Events_Product_Issues"
"куртка отличная соответствует размеру но нам попался брак к сожалению пятнышки белые на ткани но видно что кто то ее уже мерил по этому вопрос не продавцу звезды снижать не буду","Events_Product_Issues"
"сама курточка очень понравилась но ни где в описании не указано что очень маломерит пройма врезается непонятно брак это или так задумано 164 размер подошёл на 146 рост и на очень худых детей почему нигде это не указано и производитель пишет рекомендации брать в размер получается возврат по вине продавцом с какой стать с меня сняли деньги за возврат больше ничего на wildberris заказывать не буду однозначно","Events_Product_Issues"
"получила куртку со светлыми разводами на рукаве и спине что обнаружила только дома производитель не считает это браком перезаказала новую и опять с разводами и пятнами качество ткани плохое","Events_Product_Issues"
"хороший комплект красивый даже шикарный ребенок в нем как куколка на крымскую зиму хорошо но до 30 по мне тонковат делаю возврат по причине брака не правильно пришита бретелька на штанах","Events_Product_Issues"
"костюм хороший без брака но отказ в пользу другой модели того же производителя размеру думаю соответствует и идет как раз 6","Events_Product_Issues"
"по размеру точь в точь без особого запаса легкий прошит хорошо штаны под грудь  спина и живот закрыты брюками и курткой еще  до этого были у нас по талии но эти теплее купила такой же еще и на вырост пока скидка","Events_Promotions"
"отличная пижама быстрая доставка все качественно очень яркая и красочная брать лучше больше на размет два моя дочь счастлива спасибо","Events_Logistical_Features"
"отличныйкачество расцветка все идеально и продумано ребёнок очень рад и не хочет одевать другой комбезспасибо производителю и радуйте нас новинками","Events_New_Releases"
"комбез нормальный выглядит супер тёплый непродуваемыйхотела на вырост хорошо не взяла больше не дожил бы всёравно но швы расходятся на третий день носки если бы не сын а он сказал что комбез ему нравится сдала бы по браку села зашила качество швов подвальное с lassie рядом не стоит девочки не стоит и 2000 или запасайтесь нитками брала за 3300 разочарована как и многие из комментариев","Events_Product_Issues"
"заказ пришёл вовремя заказала 2 размера 140 и 146 на рост 140 первая впритык вторая с небольшим запасом качество понравилось это уже у нас вторая куртка спасибо производителю","Events_Logistical_Features"
"на рост 157 размер 158 был мал пояс даже не застегнуть взяли 164 сели нормально есть запас талия заужена у модели почти впритык на ребёнка средней комплекции утягивать внутренними резинками не пришлось подойдут только стройным детям изза посадки по талии","Events_Delivery_Issues"
"отличное качество и хорошая скидка в середине учебного года всем рекомендую","Events_Promotions"
"пришел с виду хороший костюм мембрана плотная похож на оригинал по крайней мере брюки точно перепроверила все швы и бирки пошив куртки менее качественный как обычно ростовка 6 см сейчас носим олдос актив 140 он идет в размер премонт заказала на следующий год когда ребенку будет 10 лет 146 рр оказался слишком большим перезаказала 140 посмотрим наслышалась многое о недобросовестных поставщиках и обманщиках покупателей которые подменивают товар","Events_Operational_Changes"
"платья пришло хорошего качество без бракаочень стильное доча восторгена рост 142 заказали размер 36","Events_Product_Issues"
"не знаю как многим а мне понравился да без карманов пожалуй это недостаток но мы привыкли убирать варежки в капюшон прочитав отзывы была готова увидеть кривые швы но рискнула заказать и не увидела их все очень прилично ребенок 4 зимы носит только рейму есть с чем сравнить возможно многим и правда приходил брак но мне повезло сейчас комбез тоже 2 снежинки довольно тонкий сравнивала их плотность возможно чуть меньше утеплителя в самом низу штанин там где они на сапогах мы всегда надеваем поддёву по погоде термобелье флис ребенок никогда не мёрз беру всегда по распродаже на следующую зиму пока угадывала с размерами сейчас рост около 110 носим 110 этот взяла 116 посмотрим","Events_Product_Issues"
"хорошее платье быстрая доставка","Events_Logistical_Features"
"уже носимотличный костюмполукомбез конечно большеватбольшой подворота куртка отличнона рост 130 см 6 лет подошлапопу прикрываетсам сын застегивает без проблембрала за 4109рубна два года хватит точно","Events_Logistical_Features"
"отличная рубашка доставили как раз вовремя заказывали две выбрали подходящую по размеру спасибо большое","Events_Logistical_Features"
"куртка хорошая удобная детёнышу да и взрослым понравилась нооо оказалась с дефектом пришла с порезом ткани на передней части куртки возврат по браку заказали такую же на рост 152 просьба за возврат не удерживать ибо ответственность поставщика просьба обратить внимание и не катать куртку с дефектом 152 подойдёт на 154","Events_Product_Issues"
"просто шок ребёнок носит меньше месяца все рукава потерлись тут же пару раз с горки и пальто можно выкинуть я конечно все понимаю но такого отвратительного качества детских вещей я не встречала пальто стоило 6300 за такие деньги продавца прошу отреагировать и принять пальто по причине брака его носить невозможно","Events_Product_Issues"
"к сожалению пришел не тот размер на этикетке правильный а на самой куртке 146 обидно как брак не забрали","Events_Product_Issues"
"хорошая куртка к сожалению пришла с браком на спине низ куртки  следы строчки пришлось вернуть","Events_Product_Issues"
"пальто хорошее в живую даже ещё лучше чем на фото добротное плотно набитое качественно и аккуратно прошито смотрится шикарно выкупила бы но к сожалению подвёл замок может попался брак ребёнок так и не смог справится чтобы самостоятельно и легко застегнуть так как вещь эта повседневная и в школе времени по 10 минут возиться с замком нет пришлось отказаться  перезаказывать побоялась отказ платный","Events_Product_Issues"
"отличная кофточка за такие деньги идёт в размер и быстрая доставка спасибо","Events_Logistical_Features"
"костюм хороший нам достался немного с браком но дочь выбрала его спорить не стала как покажет в носке покажет времягорловина очень высокая на мой взгляд неудобно","Events_Product_Issues"
"пальто по размеру как наша парка премонт 152 см делаю выводы что в размер впринципе пальто красивое но пошив с каждым годом все хуже строчки кривоватые молния вшита волнами про торчащие нитки вообще отдельный разговор уважаемый производитель очень нравится ваша фирмы но усильте контроль за пошивом изделий","Events_Operational_Changes"
"хорошие брючки но к сожалению идея с регулировкой пояса на внутренних резиночка не работает шлёвки пришили прямо на резинку и они не затягиваются магазин обратите на это внимание","Events_Product_Issues"
"задумка хорошая но исполнение ужас ткань слишком тонкая швы коекак прорвана снизу сняли 50р за возврат товара хотя был брак и сотрудники фотографировали","Events_Product_Issues"
"отличные джинсы идут в размер без каких либо дефектов и быстрая доставка рекомендую","Events_Logistical_Features"
"брак картинку похоже прижгли утюгом возврат конечно","Events_Product_Issues"
"отличное платье дочка была в центре внимания паетки её не беспокоили брака не было спасибо","Events_Product_Issues"
"комплект хороший фирма премонт говорит сама за себя износостойкая ткань","Events_Operational_Changes"
"куртка отличная понравилась но пришла с браком внутри не прошита планка а так 4 кармана снаружи 1 внутри утепленый капюшон","Events_Product_Issues"
"очень симпатичная тельняшка тонкая но держит форму внучке не понравился домик но отпороли без проблем без дырок","Events_Logistical_Features"
"пришли с браком так еще за доставку сняли деньги","Events_Product_Issues"
"свитер очень красивый мягкий и приятный но пришёл с браком на спине внизу затяжки поэтому отказ","Events_Product_Issues"
"выкупила за 593 качество хорошее быстрая доставка снимаю звезду за упаковку товар был в порванном пакете обидно","Events_Logistical_Features"
"пришёл брак верните деньги за доставку","Events_Product_Issues"
"хорошая куртка но нам попалась бракованная с перекрученной подкладкой в рукаве так что руку нельзя просунуть","Events_Product_Issues"
"пришла вовремя размер подошёл внешне хорошая ребёнок доволен носили пока не в холода но мокрый снег куртка выдержала ребёнок сухой","Events_Logistical_Features"
"быстрая доставка не высокая цена если сравнивать с аналогами качество все понравилось взяла размер 116 на девочку ростом 111 см вес 19 кг","Events_Logistical_Features"
"очень разочарована премонт раньше не замечала торчащих ниток и неровных строчек на данной фирме как будто дешёвая подделка больше брать премонт не буду","Events_Operational_Changes"
"хорошие качественные джинсы быстрая доставка","Events_Logistical_Features"
"хороший костюм быстрая доставка","Events_Logistical_Features"
"отличная модель быстрая доставка не взяли потому что невозможно колется ребёнок сказал не сможет носить","Events_Logistical_Features"
"комбез супер тонкий но тёплый  дочь в восторге спасибо продавцу всё вовремя упаковка не нарушена комбез целый сшит хорошо на рост 154 взяли 158 всё  24 гуляли не замёрзли","Events_Logistical_Features"
"отличный лонгслив в пришёл хорошо упакован без брака размер 150 соответствует","Events_Product_Issues"
"разочарована покупкой шорты в комплекте разных размеров о чем нигде не было указано кроме этого на ткани голубых шорт в районе ширинки имеется брак в виде рисунка нанесенного чернилами синего цвета","Events_Product_Issues"
"на лицевой стороне очень много затяжек поэтому возврат по браку а так пальто хорошее","Events_Product_Issues"
"отличное пальто на рост 138 взяли 12 размер 11 даже мерить не стали дочке очень оно понравилось в нем и ушла с пвз думаю в размер дочка у нас плотная и широкоплечая в ширину село идеально в ростовке есть запас обожаем премонт много вещей этого бренда берём","Events_Operational_Changes"
"спасибо все пришло хорошо упаковано и без брака","Events_Product_Issues"
"платье несомненно красивое и пышное но пришло явно с браком на внутренней стороне молнии вшили ткань с острыми паеткамм они очень колят кожу и срезать их не получится никак куда смотрели швеи как такое можно носить фото прикладываю","Events_Product_Issues"
"в размер качество хорошее пришел вовремя в аккуратном ввиде","Events_Logistical_Features"
"неплохой костюм пришёл без брака размеру соответствует на фото цвет красивее единственное ужасная опушка на капюшоне выглядит не очень сын выбрал другую модель поэтому отказ","Events_Product_Issues"
"отличный костюм на вырост на 2сезона точно хватит для наших уральских зим самое то мембрана плотная на горках проверили штаны катаясь на горке ледяной все отлично и попа в тепле  супер капюшон и манжеты эластичные спасибо премонт и вб","Events_Operational_Changes"
"товар естественно отличный  порадовала быстрая доставка в полярный спасибо","Events_Logistical_Features"
"куртка подошла по всем параметрам мы пухленькие  за исключением брака шнур который стягивает куртку позади вылетел из шва и чтоб его поправить нужно отшивать подкладку куртуку перезаказала прошу не снимать сумму за возврат товара","Events_Product_Issues"
"отличная куртка на рост 160 взяли размер 164 с небольшим запасом самое оно очень любим эту марку правда куртку пришлось перезаказывать первая куртка пришла с браком был порез сзади в нижней части куртки может она комуто ещё попадётся смотрите повнимательнее а так все супер спасибо","Events_Product_Issues"
"куртка хорошая ребенку подошла и понравилась но пришла с браком  по шву огромная дыра отказались сын 129 см размер заказали 134","Events_Product_Issues"
"качество отличное уже 2 куртка этой фирмы первую брала в мазе искала точно такую же так как ребёнок носит второй сезон без проблем валяется на горке и не мерзнет эта тоже по этикеткам отшита по заказу мазы","Events_Logistical_Features"
"куртка вроде нормальная но вниманиев размере 146 брак в рукаве дырка около подмышки спередихорошо что заметилиа ткань промокает все таки специально проверяли","Events_Product_Issues"
"курточка красивая насколько будет теплая посмотрим зимой так тоненькая но в характеристиках стоит до 30гр мороза посмотрим обидно  что взяли за 5 тысяч а сейчас такая скидка","Events_Promotions"
"куртка классная красивая теплая дополнительные трикотажные манжеты на рукавах не маломерит на худенького мальчика ростом 134  с запасом на вырост производителю  высший бал но пришла со сломаной молнией в боковом шве  вырвана собачка всеравно взяли ребенок упросил очень ему куртка понравилась сами отремонтируем люди будьте аккуратнее пожалуйста при примерках давайте уважать друг друга","Events_Operational_Changes"
"всё было бы хорошо но нет меховой опушки предусмотренной в данном комплекте брак","Events_Product_Issues"
"костюм хорошего качества всё на месте пришло вовремя звезду снимаю за рекомендации в инструкции якобы измерить рост и брать по росту ребёнку изделие взяла даже чуть больше но штаны малые мне теперь 50р платить ещё за возрат","Events_Logistical_Features"
"внучке пальто понравилось но не взяли потому что не правильно вшиты карманы как то внутри середина кармана пристрочена к полочке сказали приемщику он брак оформлять отказался даже не посмотрел","Events_Product_Issues"
"соответствует описанию быстрая доставка рекомендую","Events_Logistical_Features"
"пришла плохо свёрнутая и с надлом на панели поэтому отказ тк явный брак так вроде прошита не плохо вот если б нормально упаковали ещё б","Events_Product_Issues"
"комбинезон очень понравился сел хорошо но он с браком разрез и какоето пятно только по этому отказ очень жаль","Events_Product_Issues"
"добрый день курточка пришла с дефектом с пятнами ранее читала в отзывах за пятна думала что нам придёт качественный товар но увы к сожалению не знаю теперь стоит перезаказывать или этот размер 134 весь с таким бракома вообщем куртка хорошая и сын очень ждал","Events_Product_Issues"
"комбинезон хороший но нам попался с браком внизу штанины где можно было бы сузить её не правильно приклеена липучка те не получается её сузитьсразу не заметили так как не надевали  теперь и не вернуть","Events_Product_Issues"
"пришел с браком","Events_Product_Issues"
"пишу после неполных двух месяцев сразу скажу это был мой фаворит из того что я выбирала и смотрится на детях моих замечательно из плюсов усиление попы и колен большой капюшон резинки  детям очень помогают надеть верх комбеза теплющий из минусов узкий рукав в области митенок  у моих руки тощие думаю у кого плотнее руки будет проблемно одевать штрипки туговаты заменила пуговицы поменяла на одном комбинезоне но самый главный минус как оказалась это сама ткань основная ткань она тонкая я впервые столкнулась с тем что ткань стала протираться через месяц но самая печаль это когда ребёнок просто катаясь на горках порвал его да так что даже сама была в шоке этой фирмы брала старшему ребёнку несколько лет в подряд но с таким столкнулась впервые из чего делаю вывод что ткань выбрана явно не удачно и как правило в фирмах считают такое браком для тех кто хочет посмотреть ткань для будущего выбора прилагаю фото","Events_Product_Issues"
"пишу отзыв через месяц носки комбез отличный рекомендую мой ребёнок активный поэтому он его носит до  20 спокойно на тонкую рубашку и трико лёгкий не промокает класс спасибо премонт","Events_Operational_Changes"
"классная куртка все понравилось взяли размер 146 на мальчика ростом 136 с запасом но сидит хорошо рукава подворачиваться не пришлось хватит и на следующий сезон","Events_Delivery_Issues"
"юбка пришла с браком застрочена молния не могли растегнуть чтоб даже померить перезаказали потому что понравилась необычный цвет хорошая цена надеюсь придёт не так же самая","Events_Product_Issues"
"пришли джинсы в кульке размер 134 а фактически 140 конечно же не стали братьа которые побольше заказывали взяла старшему ребенку верните деньги которые списали за доставкусовсем уже что ли кофта sela пришла вся в пятнах написала отзыв фото приложила и тоже всё равно содрали 75 р люди то не виноваты в несоответствии размера заказанному и браке товара","Events_Product_Issues"
"куртка просто супертеплая качественная по размеру соответствует как производитель и заявил 6 см на рост 138 взяли 146запас очень хороший хватит на 2 зимы  ещё и скидка была хорошая на товарбуквально через день цена выросла в полтора раза заказала такую же куртку младшей дочери сразу к покупке рекомендую","Events_Promotions"
"ребята почти 5 5 тысяч  качество вашего бренда купила сыну брюки к 1му сентября ребёнок одел два раза после первой стирки при 30 градусах в специальном мешке с минимальными оборотами отжима специальным средством без вредных добавлений пополз шов в талии и что с этим делать у сервиса тут целый квест на возврат и признание брака а брюки по факту на выброс тут и звезду то жалко ставить оставила только за бренд приятную к телу ткань цвет всё приехали брюки скомканные не на вешалке и плюс такая радость нельзя же так вас выбирают за качество вашего бренда","Events_Product_Issues"
"заказала бежевую на рост 140за 125 белрубсвою цену по качеству не оправдываетна капешоне пятна как от краски швы под мышками разошлисьзнаю что данные куртки бывают в районе 46 белруб это максимальная цена за которую я бы её купила и то с учётом если она будет без малейшего брака","Events_Product_Issues"
"быстрая доставка  хорошее платье  мне понравилось большое спасибо производителю  надеюсь вы будете продолжать производить такие крутые вещи","Events_Logistical_Features"
"трусы хорошие но в упаковке одна пара была вложена меньшего размера поэтому не взяладеньги за обратную доставку сняличто за беспределпочему я должна платить за несоответствие покупаемого товараи сотрудник пункта выдачи теперь не может отмечать как брак или несоответствие вложениявалдберрис уже не тот","Events_Product_Issues"
"куртка хорошая теплая смотрится красиво сын носит 146152р взяли 158 сын полного телосложения вот только что за швеи их шьют заказала 2 куртки разных размеров пришли все с браком обратите внимания как вшиваются молнии все криво или не прострочено перезаказали пришла 3 курточка возвращать уже не стали сыну понравилась но опять на манжете дыры и молния прошита не до конца уважаемый производитель меняйте швею","Events_Product_Issues"
"костюм теплый хороший размеру соответствует но после первого использования дырень между ног принимать товар по браку отказались","Events_Product_Issues"
"отличный комбинезон большемерит 6 как и вся reima отличная расцветка один кармашек  но всёравно отличный комбинезон пошив хороший без брака","Events_Product_Issues"
"комбез достойный на рост 114 сейчас с запасом но не критично удачное лекало для длинногих деток мембрана не шуршит колом не стоит утеплитель равномерный из минусов нитки торчат на спине чуть содрано покрытие это к сожалению увидели уже дома при примерке вообще от премонта конечно ожидала лучшего качества но за эти деньги пойдет","Events_Operational_Changes"
"товар пришёл с браком","Events_Product_Issues"
"носим эту фирму уже 4 года на температуру 1015 на одну водолазку на более низкие градусы поддеваем флис или шерсть при этом в нагретом автомобиле и магазинах ребенок не потеет те мембрана реально работает одного костюма хватает на 2 года носки ценакачество отличные к сожалению в этом году костюм не подошёл а мы так на него рассчитывали на рост сына 128 см вес 27кг заказала 134 рр в итоге не смогла до конца застегнуть куртку в районе ключиц и выше и на школьный кардиган руки еле пролезли в рукаваочень узкая пройма даже на футболку сын сказал что жмёт видимо модель рассчитана на совсем худеньких с узкими плечами и грудью хотя по ширине брюк все ок очень расстроились по ошибке оформила 2 костюмабыстрая отмена заказа у вайлдбериза теперь почемуто отсутствует померили на всякий случай оба комплекта к нашему сожалению это проблема фасона а не брака очень надеемся на разработку новой модели","Events_Product_Issues"
"у брюк повреждена ткань на левой штанине прошу вернуть стоимость обратной доставки не выкуплен по причине брака","Events_Product_Issues"
"целая без брака быстрая доставка","Events_Product_Issues, Events_Logistical_Features"
"куртка понравилась но нам пришла с браком разрезан рукав очень обидно","Events_Product_Issues"
"покупала за 784руб был брак рисунок смазанный чутка но ребёнку очень понравились штаны пришлось выкупить была бы без ребёнка не выкупила изза брака","Events_Product_Issues"
"куртка хорошая но пришла с браком  порвана и ещё сто рублей за это товар пришлось оплатить","Events_Product_Issues"
"брак два пятна на одной штанине","Events_Product_Issues"
"в этот раз качество куртки просто ужас нитки торчат просто везде во всех швах а в зале кулиска просто изнутри не прошита я в ужасе куда делось то качество премонта и сама ткань остается желать лучшего возврат брак на фото часть торчащих ниток они просто везде торчат","Events_Product_Issues, Events_Operational_Changes"
"отличная парка  быстрая доставка в размер  очень тёплая","Events_Logistical_Features"
"товар хороший но попался с браком шов на штанах внутри был не прошит полностью перезаказала вдруг повезёт и придёт все целое","Events_Product_Issues"
"курточка отличнаядоставлена вовремя и аккуратно","Events_Logistical_Features"
"быстрая доставкакачество отличное как и всегдапижама классная","Events_Logistical_Features"
"куртка теплая на рост 164 размер 164170 с запасом попу прикрывает нам пришла с браком затыкается молния пришлось отказаться одеть одели потом еле сняли через голову","Events_Product_Issues"
"взяли костюм на следующей сезон очень хорошая скидка была пока большеват на вырост само то качество отличное швы ровные ребёнок доволен мама счастлива  рекомендую","Events_Promotions"
"быстрая доставка ребёнок доволен","Events_Logistical_Features"
"во второй раз после того как ранее получила бракованный пуховик я заказала 2 пальто чтобы уж один точно оказался нормальным в итоге оба пришли с браком на первом вырвана клепка сбоку снизу и пуховик весь в потертостях  это тот самый который приезжал ко мне ранее и от которого я уже отказывалась то есть его не сняли с продажи на втором  зацепки на груди на самом видном месте и одна из клёпок не застегивается пришли оба пуховика скомканные в пакетах ни о какой фирменной упаковке речи нет а вещь сама по себе хорошая крайне неприятная ситуация отражающая полное неуважение к покупателям со стороны wildberries","Events_Product_Issues"
"прошу не учитывать в  выкупа но почему в одной модели брюк в разном цвете такое разное качество и размерная сетка ткань скользкая синтетика сын забраковал сразу отказ в пользу этой же модели темногосерого цвета там другая ткань","Events_Product_Issues"
"пришло с браком подмышка рваная цвет не синий зеленый цвет морской волны но точно не темносиний как заявлено не мерили но поставила что соответствует размеру иначе отзыв не принимает","Events_Product_Issues"
"рубаха отличная идет в размер на всю первую четверть хватило теперь она целая но уже удельная чернилами и красками отработала свое без проблем","Events_Logistical_Features"
"куртка хорошая очень понравилась но обнаружили брак на кармане заказали другую обидно что не по моей причине возврат а сняли 50р","Events_Product_Issues"
"быстрая доставка все супер","Events_Logistical_Features"
"на рост 130 худенькая девочка рукава пальто узкие разве что на тонкую водолазку не первый раз примеряем перемонт и опять узкий рукав это же верхняя одежда под неё ребёнок кофту надевает","Events_Operational_Changes"
"крутка клевая брала себе очень тёплая не продувает заказала за 10 т  на следующий день стала 8500 пришлось заказать ещё одну  спустя два дня упала ещё на тысячу   одна из трёх была с браком на логотипе  безумно тёплая  моя любовь","Events_Product_Issues"
"сам товар отменный в другом цвете прекрасно относили два сезона не хуже рейма но в размере 134 приехал брак обтертый карман прям белые пятна как будто ободрали светоотражающее покрытие дико обидно упустила по очень выгодной цене будьте внимательны проверяйте","Events_Product_Issues"
"по качеству джинсы хорошие на девочку среднего телосложения но с небольшим животиком ростом 148 см подошёл размер 164в талии сели с небольшим запасом даже не пришлось утягивать попу сильно не обтянули по бёдрам то же не в натяг даже чуть свободно по длине собрались в низу чуть гармошкой но даже не стала подворачивать и так хорошо смотрятся","Events_Delivery_Issues"
"размер пришел 65 вместо 70 качество не плохое но ошибка с размером испортило впечатление","Events_Website_or_App_Issues"
"комбинезон хороший но оказался с браком","Events_Product_Issues"
"пальто яркое и интересное но тонкое покрытие пришла с браком порвана и подклеена на видном месте на упаковочном пакете повреждений не было соответственно упаковали заведомо повреждённое изделие следы клея присутствуют сотрудница на выдаче отметила надписью брак порвано на пакете чтобы не пересылали комуто ещё для ежедневной носки вполне подойдёт но с горки кататься в этом пальто не выйдет повреждения неминуемы тонкий материал покрытия по фактуре схож с плотным полиэтиленом","Events_Product_Issues"
"курточка красивого цвета объёмная но нам не повезло мало того что наш заказ по ошибке уехал в другой город так ещё и куртка пришла с браком  на капюшоне огромная дырка фото прилагаю из минусов данной модели липучки над молнией если бы были магнитные застежки было бы куда лучше а так ребёнок будет дёргать и со временем образуется дырка ткань все таки не самая прочная","Events_Product_Issues"
"не проносили и месяца молния посыпалась на нитки  чтоже вы уважаемый производитель гнилые молнии то ставите на изделие ребёнок посреди зимы а у нас в сибири уже зимааааа с морозцами и ветром остался без зимней одежды и не говорите  что у вас всё соответствует  что это мы не соблюдаем правила эксплуатации 6 500 тр за гнилье отдали и ещё в ателье придётся потратиться на ремонт ну и так по мелрчи нитки из каждого шва торчат каждый день гдето да вылезут был бренд и нету теперь всё испоганили","Events_Operational_Changes"
"пришёл быстро на куртке спереди порезано брак или при перевозке не известно очень жаль тк костюм очень понравился а переказать нет на складе расстроилась костюм хороший качественный но возврат","Events_Product_Issues"
"отличные джинсы сели идеально на худого ребёнка даже не пришлось регулировать пояс ребёнку тоже очень понравились","Events_Delivery_Issues"
"всё понравилось ни какого брака нет","Events_Product_Issues"
"пуховики шикарные очень долго не могла определиться брать бежевый или зелёный бежевый шелковый зелёный непромокаемая тканьэто огромный плюс в зелёном без проблем застёгивается молния в бежевом попадает ткань это минус если нужна практичностьберите зелёный однозначно тряпочкой грязь протер и все никаких проблем но именно моей дочке к лицу был бежевый выбрали его тк у нас есть ещё комбинезон непромокаемый решили рискнуть","Events_Logistical_Features"
"качество низкое от куртки исходит сильный химический запах ткань неприятная на ощупь много где торчат нитки и на рост 135 нормального телосложения размер 140 оказался мал рукава коротки узки в локтях при сгибе есть зимняя парка премонт размер такой же 140  она совсем иного качества очень хорошая из достоинств  только светоотражающий узор на куртке","Events_Operational_Changes"
"по всей видимости нам попался товар с браком с одной стороны плечо прошито нормально с другой стягивает еще очень грубо прошит шов внутренний  прямо торчит гдето 1 5 см при движений давит","Events_Product_Issues"
"на правом рукаве был брак где шов к плечу материал брюк трикотаж стрейч в целом комбез интересный","Events_Product_Issues"
"куртка смотрится и сидит хорошо но за год носки уже меняли кнопки на капюшоне ставила заплатку в ателье ткань прямо лопается и ремонт носили и ранее очень разочарована качеством куртки и брала почти за 4000","Events_Operational_Changes"
"очень понравилась куртка пришла быстро без браков всё отлично спасибо","Events_Product_Issues"
"отвратительное качество крояпрошит капюшон абы как иглой пробита молния разделяющая капюшон на две части делая из него воротник если расстегнуть один раз больше капюшон не застегнется отсутствовал фиксатор с одной стороны на утяжке куча торчащих ниток впервые заказала этот бренд  явно желание второй раз заказывать с таким качеством товар не захочется видимо и последний что ещё вылезет непонятно неприятно ребенок расстроенуж очень понравился рисунок и воротник но он тех функции выполнить не может  как заказать не бракованную куртку по той же модели и по той же цене","Events_Product_Issues"
"все целое без брака красивые","Events_Product_Issues"
"тёплые и удобные штаны купили вовремя","Events_Logistical_Features"
"модель и расцветка просто космос реально зимняя и толстая но ребенку очень неудобно там где горло очень высокий воротник и длинные рукава на 111 см села плотно хотя ребенок худой и брак  грязная и оторвана надпись швы сзади расходятся при небольшом натяжении отправляли со склада продавца позор за 20к такой товар отправлять доработать горловину и куртка  очень расстроены так как очень ждали эту куртку","Events_Product_Issues"
"комбинезон отличный то что надо в морозы очень понравился тёплый всё на месте без брака рекомендую","Events_Product_Issues"
"джемпер классный пришёл вовремя упаковка отличная приобрела как подарок на новый год внуку","Events_Logistical_Features"
"куртка разочаровала замок бракованный на капюшоне дыра по строчке см так 8 не ожидала такое увидеть от российского производителя в итоге сделала выбор в пользу китайского производителя благо заказала несколько курток для примерки","Events_Product_Issues"
"куртка на самом деле классная на плотных детей отлично садится причём сильно на вырост не стоит брать будет очень широка но одна проблема куртка оказалась порезана впереди видимо при вскрытии упаковки канцелярским ножом очень обидно кстати в отзыве от 24 ноября уже писали именно про эту куртку так что будьте внимательнее рост 152 ходит брак","Events_Product_Issues"
"пришла куртка с браком ткань верхняя мне показалась тонковатой на погоду до 10 не пойдет думаю до 2 или  5","Events_Product_Issues"
"не соответствует описанию производителя утеплитель максимум 200гр никак не 400 нужны были именно тёплые а эти скорее ближе к демисезонным ткань тонковата","Events_Product_Issues"
"вешалка намертво была вшита с невозможностью использовать ее по назначению возврат да ещё и платный продавец проверяйте свои изделия на предмет брака что за наплевательское отношение к покупателю","Events_Product_Issues"
"куртка классная но нам пришла вся в плесени это жуть вернули причём как брак оформить нельзя мало того что изнутри чёрной плесенью покрыта воняет ужасно очень жаль что хранилась она гдето в ненадлежащих условиях перезакажем ещё раз","Events_Product_Issues"
"платье красивое ткань приятная но пришел явный брак один рукав по тону светлей сразу не заметно но на расстоянии вытянутой руки видно что есть различие отказ 100 руб за брак вб содрать не забыл","Events_Product_Issues"
"отличное качество быстрая доставка спасибо рекомендую к покупке","Events_Logistical_Features"
"классная и очень тёплая куртка на рост 138 взяла 146 классно выглядит пришла в хорошо упакованный пакет без брака дочка довольна а мама спокойна в тепле ребёнок","Events_Product_Issues"
"проблема какая то с замком непонятно может брак вообщем отказ и на ребёнка скорее плотного","Events_Product_Issues"
"что можно написать о рейме все супер быстрая доставка","Events_Logistical_Features"
"джинсы пришли без игрушки в пункте выдачи не проверили наша ошибка сами джинсы хорошие","Events_Website_or_App_Issues"
"так и не поняла в каком месте он маломерит рост мальчика 142 заказанный размер 146 сидит мешковато брать нужно 140 и как раз будет адекватная свобода посадки качество хорошее люблю премонт","Events_Operational_Changes"
"лучший вариант теперь буду заказывать только томас комфорт перепробуем все цвета честно говоря давно на них смотрела в группе вк ave kids связалась с менеджером посоветовали заказать на вб очень быстренько всё пришло без проблем очень довольны малыши покупкой так как в этом году это уже не первые комбинезоны первые уже все в заплатках и дырках томас прочно держит марку","Events_Logistical_Features"
